DateId,PK_Date,Date_Name,Year,Year_Name,Half_Year,Half_Year_Name,Quarter,Quarter_Name,Month,Month_Name,Day_Of_Year,Day_Of_Year_Name,Day_Of_Half_Year,Day_Of_Half_Year_Name,Day_Of_Quarter,Day_Of_Quarter_Name,Day_Of_Month,Day_Of_Month_Name,Month_Of_Year,Month_Of_Year_Name,Month_Of_Half_Year,Month_Of_Half_Year_Name,Month_Of_Quarter,Month_Of_Quarter_Name,Quarter_Of_Year,Quarter_Of_Year_Name,Quarter_Of_Half_Year,Quarter_Of_Half_Year_Name,Half_Year_Of_Year,Half_Year_Of_Year_Name
384,1/19/2007 0:00,Friday -  January 19 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,19,Day 19,19,Day 19,19,Day 19,19,Day 19,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
385,1/20/2007 0:00,Saturday -  January 20 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,20,Day 20,20,Day 20,20,Day 20,20,Day 20,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
386,1/21/2007 0:00,Sunday -  January 21 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,21,Day 21,21,Day 21,21,Day 21,21,Day 21,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
387,1/22/2007 0:00,Monday -  January 22 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,22,Day 22,22,Day 22,22,Day 22,22,Day 22,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
388,1/23/2007 0:00,Tuesday -  January 23 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,23,Day 23,23,Day 23,23,Day 23,23,Day 23,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
389,1/24/2007 0:00,Wednesday -  January 24 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,24,Day 24,24,Day 24,24,Day 24,24,Day 24,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
390,1/25/2007 0:00,Thursday -  January 25 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,25,Day 25,25,Day 25,25,Day 25,25,Day 25,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
391,1/26/2007 0:00,Friday -  January 26 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,26,Day 26,26,Day 26,26,Day 26,26,Day 26,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
392,1/27/2007 0:00,Saturday -  January 27 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,27,Day 27,27,Day 27,27,Day 27,27,Day 27,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
393,1/28/2007 0:00,Sunday -  January 28 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,28,Day 28,28,Day 28,28,Day 28,28,Day 28,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
394,1/29/2007 0:00,Monday -  January 29 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,29,Day 29,29,Day 29,29,Day 29,29,Day 29,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
395,1/30/2007 0:00,Tuesday -  January 30 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,30,Day 30,30,Day 30,30,Day 30,30,Day 30,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
396,1/31/2007 0:00,Wednesday -  January 31 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,01-01-2007 00:00,Jan-07,31,Day 31,31,Day 31,31,Day 31,31,Day 31,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
397,02-01-2007 00:00,Thursday -  February 01 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,32,Day 32,32,Day 32,32,Day 32,1,Day 1,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
398,02-02-2007 00:00,Friday -  February 02 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,33,Day 33,33,Day 33,33,Day 33,2,Day 2,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
399,02-03-2007 00:00,Saturday -  February 03 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,34,Day 34,34,Day 34,34,Day 34,3,Day 3,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
400,02-04-2007 00:00,Sunday -  February 04 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,35,Day 35,35,Day 35,35,Day 35,4,Day 4,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
401,02-05-2007 00:00,Monday -  February 05 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,36,Day 36,36,Day 36,36,Day 36,5,Day 5,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
402,02-06-2007 00:00,Tuesday -  February 06 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,37,Day 37,37,Day 37,37,Day 37,6,Day 6,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
403,02-07-2007 00:00,Wednesday -  February 07 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,38,Day 38,38,Day 38,38,Day 38,7,Day 7,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
404,02-08-2007 00:00,Thursday -  February 08 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,39,Day 39,39,Day 39,39,Day 39,8,Day 8,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
405,02-09-2007 00:00,Friday -  February 09 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,40,Day 40,40,Day 40,40,Day 40,9,Day 9,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
406,02-10-2007 00:00,Saturday -  February 10 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,41,Day 41,41,Day 41,41,Day 41,10,Day 10,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
407,02-11-2007 00:00,Sunday -  February 11 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,42,Day 42,42,Day 42,42,Day 42,11,Day 11,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
408,02-12-2007 00:00,Monday -  February 12 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,43,Day 43,43,Day 43,43,Day 43,12,Day 12,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
409,2/13/2007 0:00,Tuesday -  February 13 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,44,Day 44,44,Day 44,44,Day 44,13,Day 13,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
410,2/14/2007 0:00,Wednesday -  February 14 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,45,Day 45,45,Day 45,45,Day 45,14,Day 14,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
411,2/15/2007 0:00,Thursday -  February 15 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,46,Day 46,46,Day 46,46,Day 46,15,Day 15,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
412,2/16/2007 0:00,Friday -  February 16 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,47,Day 47,47,Day 47,47,Day 47,16,Day 16,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
413,2/17/2007 0:00,Saturday -  February 17 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,48,Day 48,48,Day 48,48,Day 48,17,Day 17,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
414,2/18/2007 0:00,Sunday -  February 18 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,49,Day 49,49,Day 49,49,Day 49,18,Day 18,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
415,2/19/2007 0:00,Monday -  February 19 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,50,Day 50,50,Day 50,50,Day 50,19,Day 19,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
416,2/20/2007 0:00,Tuesday -  February 20 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,51,Day 51,51,Day 51,51,Day 51,20,Day 20,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
417,2/21/2007 0:00,Wednesday -  February 21 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,52,Day 52,52,Day 52,52,Day 52,21,Day 21,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
418,2/22/2007 0:00,Thursday -  February 22 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,53,Day 53,53,Day 53,53,Day 53,22,Day 22,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
419,2/23/2007 0:00,Friday -  February 23 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,54,Day 54,54,Day 54,54,Day 54,23,Day 23,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
420,2/24/2007 0:00,Saturday -  February 24 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,55,Day 55,55,Day 55,55,Day 55,24,Day 24,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
421,2/25/2007 0:00,Sunday -  February 25 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,56,Day 56,56,Day 56,56,Day 56,25,Day 25,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
422,2/26/2007 0:00,Monday -  February 26 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,57,Day 57,57,Day 57,57,Day 57,26,Day 26,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
423,2/27/2007 0:00,Tuesday -  February 27 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,58,Day 58,58,Day 58,58,Day 58,27,Day 27,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
424,2/28/2007 0:00,Wednesday -  February 28 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,02-01-2007 00:00,Feb-07,59,Day 59,59,Day 59,59,Day 59,28,Day 28,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
425,03-01-2007 00:00,Thursday -  March 01 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,60,Day 60,60,Day 60,60,Day 60,1,Day 1,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
426,03-02-2007 00:00,Friday -  March 02 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,61,Day 61,61,Day 61,61,Day 61,2,Day 2,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
427,03-03-2007 00:00,Saturday -  March 03 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,62,Day 62,62,Day 62,62,Day 62,3,Day 3,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
428,03-04-2007 00:00,Sunday -  March 04 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,63,Day 63,63,Day 63,63,Day 63,4,Day 4,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
429,03-05-2007 00:00,Monday -  March 05 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,64,Day 64,64,Day 64,64,Day 64,5,Day 5,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
430,03-06-2007 00:00,Tuesday -  March 06 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,65,Day 65,65,Day 65,65,Day 65,6,Day 6,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
431,03-07-2007 00:00,Wednesday -  March 07 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,66,Day 66,66,Day 66,66,Day 66,7,Day 7,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
432,03-08-2007 00:00,Thursday -  March 08 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,67,Day 67,67,Day 67,67,Day 67,8,Day 8,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
433,03-09-2007 00:00,Friday -  March 09 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,68,Day 68,68,Day 68,68,Day 68,9,Day 9,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
434,03-10-2007 00:00,Saturday -  March 10 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,69,Day 69,69,Day 69,69,Day 69,10,Day 10,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
435,03-11-2007 00:00,Sunday -  March 11 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,70,Day 70,70,Day 70,70,Day 70,11,Day 11,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
436,03-12-2007 00:00,Monday -  March 12 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,71,Day 71,71,Day 71,71,Day 71,12,Day 12,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
437,3/13/2007 0:00,Tuesday -  March 13 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,72,Day 72,72,Day 72,72,Day 72,13,Day 13,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
438,3/14/2007 0:00,Wednesday -  March 14 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,73,Day 73,73,Day 73,73,Day 73,14,Day 14,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
439,3/15/2007 0:00,Thursday -  March 15 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,74,Day 74,74,Day 74,74,Day 74,15,Day 15,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
440,3/16/2007 0:00,Friday -  March 16 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,75,Day 75,75,Day 75,75,Day 75,16,Day 16,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
441,3/17/2007 0:00,Saturday -  March 17 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,76,Day 76,76,Day 76,76,Day 76,17,Day 17,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
442,3/18/2007 0:00,Sunday -  March 18 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,77,Day 77,77,Day 77,77,Day 77,18,Day 18,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
443,3/19/2007 0:00,Monday -  March 19 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,78,Day 78,78,Day 78,78,Day 78,19,Day 19,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
444,3/20/2007 0:00,Tuesday -  March 20 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,79,Day 79,79,Day 79,79,Day 79,20,Day 20,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
445,3/21/2007 0:00,Wednesday -  March 21 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,80,Day 80,80,Day 80,80,Day 80,21,Day 21,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
446,3/22/2007 0:00,Thursday -  March 22 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,81,Day 81,81,Day 81,81,Day 81,22,Day 22,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
447,3/23/2007 0:00,Friday -  March 23 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,82,Day 82,82,Day 82,82,Day 82,23,Day 23,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
448,3/24/2007 0:00,Saturday -  March 24 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,83,Day 83,83,Day 83,83,Day 83,24,Day 24,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
449,3/25/2007 0:00,Sunday -  March 25 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,84,Day 84,84,Day 84,84,Day 84,25,Day 25,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
450,3/26/2007 0:00,Monday -  March 26 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,85,Day 85,85,Day 85,85,Day 85,26,Day 26,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
451,3/27/2007 0:00,Tuesday -  March 27 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,86,Day 86,86,Day 86,86,Day 86,27,Day 27,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
452,3/28/2007 0:00,Wednesday -  March 28 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,87,Day 87,87,Day 87,87,Day 87,28,Day 28,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
453,3/29/2007 0:00,Thursday -  March 29 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,88,Day 88,88,Day 88,88,Day 88,29,Day 29,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
454,3/30/2007 0:00,Friday -  March 30 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,89,Day 89,89,Day 89,89,Day 89,30,Day 30,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
455,3/31/2007 0:00,Saturday -  March 31 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,01-01-2007 00:00,Quarter 1 -  2007,03-01-2007 00:00,Mar-07,90,Day 90,90,Day 90,90,Day 90,31,Day 31,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
456,04-01-2007 00:00,Sunday -  April 01 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,91,Day 91,91,Day 91,1,Day 1,1,Day 1,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
457,04-02-2007 00:00,Monday -  April 02 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,92,Day 92,92,Day 92,2,Day 2,2,Day 2,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
458,04-03-2007 00:00,Tuesday -  April 03 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,93,Day 93,93,Day 93,3,Day 3,3,Day 3,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
